Romania_index,z_index_index,ATC_match,best_z_index_index
630,55903,True,
630,57696,True,
630,62865,True,
630,64687,True,
632,96,True,1104
632,215,True,1104
632,216,True,1104
632,217,True,1104
632,241,True,1104
632,1022,True,1104
632,1612,True,1104
632,27726,True,1104
632,39804,True,1104
632,45428,True,1104
632,45951,True,1104
632,69682,True,1104
634,553,True,56022
634,2178,True,56022
634,2369,True,56022
634,2386,True,56022
634,3636,True,56022
634,6065,True,56022
634,25860,True,56022
634,42703,True,56022
634,46734,True,56022
634,54579,True,56022
634,69955,True,56022
634,71105,True,56022
635,21317,True,199877
635,46015,True,199877
641,26118,True,208043
641,26130,True,208043
641,51476,True,208043
642,3348,True,85642
642,6305,True,85642
642,8660,True,85642
642,8661,True,85642
642,9065,True,85642
642,9066,True,85642
642,9067,True,85642
642,10729,True,85642
642,10730,True,85642
642,10731,True,85642
642,10732,True,85642
645,605,True,
645,703,True,
645,1313,True,
645,1883,True,
645,3116,True,
645,3874,True,
645,5915,True,
645,13567,True,
645,22818,True,
645,32783,True,
645,43219,True,
645,43559,True,
645,50650,True,
645,50651,True,
645,63216,True,
645,73956,True,
646,35338,True,70203
646,35339,True,70203
646,35340,True,70203
651,374,True,15490
651,478,True,15490
651,479,True,15490
651,480,True,15490
651,1035,True,15490
651,1036,True,15490
651,3806,True,15490
651,7621,True,15490
651,16300,True,15490
651,16301,True,15490
651,16302,True,15490
651,22422,True,15490
651,28023,True,15490
651,32916,True,15490
651,32918,True,15490
651,50754,True,15490
656,605,True,
656,703,True,
656,1313,True,
656,1883,True,
656,3116,True,
656,3874,True,
656,5915,True,
656,13567,True,
656,22818,True,
656,32783,True,
656,43219,True,
656,43559,True,
656,50650,True,
656,50651,True,
656,63216,True,
656,73956,True,
