nr,ZI-nummer,Artikelnaam,Verpakking status*,Preferent bij Zilveren Kruis,Preferent bij CZ,Preferent bij Menzis,Preferent bij VGZ,Preferent bij DSW,Preferent bij ONVZ,Laagste Prijs  Niet-beschikbaar,Opmerking van fabrikant,scrape_datum,bron_week
272,15793435,IBANDRONINEZUUR TEVA TABLET FILMOMHULD 150MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
273,14009331,INDOMETACINE CF ZETPIL 50MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
274,14009293,INDOMETACINE CF ZETPIL 100MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
275,13879448,INFVLST NATRIUMBICARBONAAT 14MG/ML FL500ML GL+AFSK,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
276,13879464,INFVLST NATRIUMBICARBONAAT 84MG/ML FL100ML GL+AFSK,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
277,14124505,INJVLST LIDOCAINI HCL 20MG/ML AMP 20ML KUNSTSTOF,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
278,15768902,INOVELON SUSPENSIE 40MG/ML,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
279,16897536,INSULINE LISPRO SANOFI INJVLST 100E/ML FLACON 10ML,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
280,13968904,IOPIDINE OOGDRUPPELS 5MG/ML FLACON 5ML,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
281,16118464,IPRATROPIUMBROMIDE SDZ AER 20MCG/DO SPBS 200DO+INH,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
282,16767705,IPRATROPIUMBROMIDE VINC AER 20MCG/DO SPB 200DO+INH,,False,False,False,False,False,False,,Verwacht week 07,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
283,17355494,IRBESARTAN AMAROX TABLET FILMOMHULD 300MG,,False,False,False,False,False,False,,Week 7,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
284,17349761,IRBESARTAN SUN TABLET FILMOMHULD 75MG,,False,False,False,False,False,False,,verwacht week 8,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
285,17372674,IRBESARTAN SUN TABLET FILMOMHULD 300MG,,False,False,False,False,False,False,,verwacht week 8,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
286,15814084,IRBESARTAN VIATRIS TABLET 300MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
287,15814041,IRBESARTAN VIATRIS TABLET 75MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
288,16869982,IRBESARTAN XIROMED TABLET 75MG,,False,False,False,False,False,False,,Foute melding gewoon Leverbaar,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
289,16741145,"IRBESARTAN/HCT XIROMED TABLET 300/12,5MG",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
290,15812871,ISOSORBIDEMONONITRAAT MYLAN RETARD TABLET MGA 60MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
291,17349818,ISOTRETINOINE SUN CAPSULE 10MG,,False,False,False,False,False,False,,verwacht week 8,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
292,17349826,ISOTRETINOINE SUN CAPSULE 20MG,,False,False,False,False,False,False,,verwacht week 8,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
293,14943123,ITRACONAZOL MYLAN CAPSULE 100MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
294,16189620,ITRACONAZOL MYLAN CAPSULE 100MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
295,15570789,"KALIUMLOSARTAN/HCT SANDOZ TABL FILMOMH 50/12,5MG",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
296,12128163,KENACORT A 10 INJECTIESUSPENSIE 10MG/ML FLACON 5ML,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
297,15943305,KENACORT A 40 INJECTIESUSPENSIE 40MG/ML FLACON 1ML,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
298,12128198,KENACORT A 40 INJECTIESUSPENSIE 40MG/ML FLACON 5ML,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
299,15570851,KEPPRA OPL VOOR ORAAL GEBRUIK 100MG/ML+DOS SP 3ML,U,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
300,15189694,KEPPRA OPLOSSING VOOR ORAAL GEBRUIK 100MG/ML,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
301,14626527,KEPPRA TABLET FILMOMHULD 500MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
302,14956233,KETOCONAZOL DOUBLE-E PHARMA SHAMPOO 20MG/G,,False,False,False,False,False,False,,Beschikbaar,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
303,17285836,"KIVIZIDIALE OOGDRUPPELS 40MCG/5MG/ML FLACON 2,5ML",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
304,17157080,LABETALOL HCL MYLAN TABLET 100MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
305,17157099,LABETALOL HCL MYLAN TABLET 100MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
306,17157102,LABETALOL HCL MYLAN TABLET 200MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
307,17157110,LABETALOL HCL MYLAN TABLET 200MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
308,17157129,LABETALOL HCL MYLAN TABLET 400MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
309,17133831,LACOSAMIDE SANDOZ TABLET FILMOMHULD 100MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
310,17133858,LACOSAMIDE SANDOZ TABLET FILMOMHULD 150MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
311,17133823,LACOSAMIDE SANDOZ TABLET FILMOMHULD 50MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
312,17116767,LACOSAMIDE TEVA TABLET FILMOMHULD 50MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
313,15753298,LACTULOSESTROOP SANDOZ 670MG/ML,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
314,15862534,LAMIVUDINE/ZIDOVUDINE MYLAN TABL FILMOMH 150/300MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
315,13735233,LARIAM TABLET 250MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
316,15753271,"LATANOPROST SANDOZ OOGDRUPPELS 50MCG/ML FLAC 2,5ML",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
317,16743385,"LENZETTO SPRAY TRANSDERMAAL 1,53MG/DOSIS FLAC 56DO",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
318,15743934,LEVETIRACETAM SANDOZ DRANK 100MG/ML,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
319,15724964,LEVETIRACETAM SANDOZ TABLET FILMOMHULD 500MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
320,16064720,LEVOBUPIVACAINE FRES KABI INJV 5MG/ML AMPUL 10ML,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
321,15835464,LEVODOPA/CARBIDOPA MYLAN 125 TABLET 100/25MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
322,17091209,LEVODOPA/CARBIDOPA TEVA 110 TABLET 100/10MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
323,16052854,"LEVODOPA/CARBIDOPA/ENTACAP TEV T F 150/37,5/200MG",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
324,16052811,LEVODOPA/CARBIDOPA/ENTACAP TEV T F 200/50/200MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
325,15652556,LEVOFLOXACINE PCH TABLET FILMOMHULD 500MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
326,16519639,"LEVONORGESTREL/ETHINYLESTR SDZ T OM 0,15MG/0,030MG",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
327,14861305,LEVOTHYROXINE NYCOMED TABLET 50MCG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
328,16194012,LEVOTHYROXINENATRIUM TEVA TABLET 25MCG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
329,16194020,LEVOTHYROXINENATRIUM TEVA TABLET 50MCG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
330,16194039,LEVOTHYROXINENATRIUM TEVA TABLET 75MCG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
331,16220447,LEVOTHYROXINENATRIUM TEVA TABLET 88MCG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
332,16194101,LEVOTHYROXINENATRIUM TEVA TABLET 200MCG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
333,16211073,LINEZOLID SANDOZ TABLET FILMOMHULD 600MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
334,14072491,LIPITOR TABLET OMHULD 40MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
335,16181794,"LISINOPRIL MYLAN TABLET 2,5MG",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
336,16181808,LISINOPRIL MYLAN TABLET 5MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
337,16195515,LISINOPRIL MYLAN TABLET 5MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
338,16181824,LISINOPRIL MYLAN TABLET 10MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
339,16181832,LISINOPRIL MYLAN TABLET 20MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
340,17379733,LIXIANA TABLET FILMOMHULD 30MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
341,16164571,LIXIANA TABLET FILMOMHULD 60MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
342,17379768,LIXIANA TABLET FILMOMHULD 60MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
343,15082318,LOCASALEN ZALF,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
344,12130699,LOCOID SCALP LOTION 1MG/ML,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
345,14043459,LONNOTEN TABLET 10MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
346,17404649,"LORAZEPAM AURO TABLET 2,5MG",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
347,15647609,LOSARTAN KALIUM MYLAN TABLET OMHULD 50MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
348,16899881,LYUMJEV INJVLST 100E/ML FLACON 10ML,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
349,13939874,MAGNESIUMHYDROXIDE TEVA KAUWTABLET 724MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
350,16946731,MAGNESIUMHYDROXIDE TEVA KAUWTABLET 724MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
351,17241944,MEROPENEM KALCEKS INF/INJPDR FLACON 1000MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
352,16801083,METHOTREXAAT ACCORD TABLET 10MG,,False,False,False,False,False,False,,Week 7,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
353,16857321,METHYLFENIDAAT HCL TEVA RETARD TABLET MVA 54MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
354,16305639,METHYLFENIDAAT HCL VIATRIS TABLET 5MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
355,17098602,METHYLFENIDAAT HCL XIROMED TABLET MVA 27MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
356,17098629,METHYLFENIDAAT HCL XIROMED TABLET MVA 54MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
357,15538354,METOPROLOLSUCCINAAT MYLAN RET 200 TABL MVA 190MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
358,16037766,"METOPROLOLSUCCINAAT SANDOZ RET 25 TAB MGA 23,75MG",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
359,15278557,METOPROLOLSUCCINAAT SANDOZ RET 100 TABL MGA 95MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
360,15131327,METOPROLOLSUCCINAAT SANDOZ RET 200 TABL MGA 190MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
361,15278565,METOPROLOLSUCCINAAT SANDOZ RET 200 TABL MGA 190MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
362,16253981,METOPROLOLTARTRAAT ACCORD TABLET 100MG,,False,False,False,False,False,False,,>3 maanden,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
363,17132177,MICAFUNGINE HIKMA INFUSIEPOEDER FLACON 100MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
364,15596915,MIDAZOLAM ACCORD INJVLST 5MG/ML AMPUL 1ML,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
365,14019817,MIGRAFIN POEDER SACHET,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
366,14212609,MIGRAFIN POEDER SACHET,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
367,14045419,MIRENA I.U.D.,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
368,16118251,MIRTAZAPINE AUROBINDO ORODISP TABLET 15MG,,False,False,False,False,False,False,,16288912 is ook preferent en beschikbaar,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
369,17373921,MIRTAZAPINE SDZ TABLET FILMOMHULD 45MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
370,15288536,MIRTAZAPINE SMELTTAB MYLAN ORODISP TABLET 15MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
371,16537858,MOMETASONFUROAAT TEVA CREME 1MG/G,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
372,13973304,"MONOFREE OXYBUPROCAINE HCL OOGDR 4MG/ML MINI 0,4ML",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
373,15904687,MONTELUKAST ACCORD KAUWTABLET 4MG,,False,False,False,False,False,False,,>3 maanden,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
374,15904695,MONTELUKAST ACCORD KAUWTABLET 5MG,,False,False,False,False,False,False,,>3 maanden,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
375,16902394,MORFINE HCL EXPHARMA TABLET 10MG,,False,False,False,False,False,False,,Beschikbaar,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
376,15837998,MORFINESULFAAT SANDOZ TABLET 10MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
377,15838005,MORFINESULFAAT SANDOZ TABLET 20MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
378,14074249,MORFINESULFAAT TEVA RETARD TABLET MGA 30MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
379,16638891,"MOVENTIG TABLET FILMOMHULD 12,5MG",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
380,16638867,MOVENTIG TABLET FILMOMHULD 25MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
381,14992094,"MOXONIDINE PCH TABLET 0,2MG",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
382,15196828,"MOXONIDINE SANDOZ TABLET 0,2MG",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
383,16118367,MYCOFENOLAAT MOFETIL MYLAN TABLET FILMOMH 500MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
384,15651789,MYFENAX TABLET FILMOMHULD 500MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
385,17090989,"MYTOLAC 120 INJVLST 240MG/ML WWSP 0,5ML",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
386,17090962,"MYTOLAC 60 INJVLST 120MG/ML WWSP 0,5ML",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
387,17090970,"MYTOLAC 90 INJVLST 180MG/ML WWSP 0,5ML",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
388,12826537,NALCROM GRANULAAT IN SACHET 200MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
389,16774337,NAPROXEN CF ZETPIL 250MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
390,16774345,NAPROXEN CF ZETPIL 500MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
391,16088816,NAPROXEN TEVA TABLET 500MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
392,17170168,NATRIUMOXYBAAT ARISTO DRANK 500MG/ML,,False,False,False,False,False,False,,Beschikbaar,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
393,15932796,NATRIUMVALPROAAT TEVA CHRONO TABLET MGA 300MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
394,14690810,"NEORECORMON 4000 INJVLST 13333IE/ML WWSP 0,3ML",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
395,14690829,"NEORECORMON 5000 INJVLST 16667IE/ML WWSP 0,3ML",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
396,14690837,"NEORECORMON 6000 INJVLST 20000IE/ML WWSP 0,3ML",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
397,15919935,NEVIRAPINE SANDOZ TABLET 200MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
398,14887495,NIFEDIPINE SANDOZ RETARD TABLET MGA 30MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
399,15356175,NIFEDIPINE SANDOZ RETARD TABLET MGA 30MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
400,14887509,NIFEDIPINE SANDOZ RETARD TABLET MGA 60MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
401,15659399,NIFEDIPINE TEVA RETARD TABLET MGA 30MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
402,15283461,NIFEDIPINE TEVA RETARD TABLET MGA 60MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
403,17107474,NILEMDO TABLET FILMOMHULD 180MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
404,17109019,NILEMDO TABLET FILMOMHULD 180MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
405,17109027,NILEMDO TABLET FILMOMHULD 180MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
406,13992775,"NIMBEX INJVLST 2MG/ML AMPUL 2,5ML",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
407,14708175,NORFLOXACINE SANDOZ TABLET 400MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
408,16725913,NORTRIPTYLINE GLENMARK TABLET FILMOMHULD 50MG,U,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
409,16737415,NORTRIPTYLINE MILSTEIN TABLET 50MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
410,16799860,NORTRIPTYLINE MYLAN TABLET FILMOMHULD 10MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
411,16844300,NORTRIPTYLINE MYLAN TABLET FILMOMHULD 10MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
412,16799879,NORTRIPTYLINE MYLAN TABLET FILMOMHULD 25MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
413,16844319,NORTRIPTYLINE MYLAN TABLET FILMOMHULD 25MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
414,16799887,NORTRIPTYLINE MYLAN TABLET FILMOMHULD 50MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
415,16844327,NORTRIPTYLINE MYLAN TABLET FILMOMHULD 50MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
416,17414075,NORTRIPTYLINE RIA TABLET 50MG,,False,False,False,False,False,False,,Onbekend,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
417,16071212,"NOVORAPID PUMPCART INJVLST 100E/ML PATROON 1,6ML",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
418,16725190,NPLATE INJECTIEPOEDER FLACON 125MCG,,False,False,False,False,False,False,,Geen tekorten en/of leveringsproblemen,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
419,15563928,NPLATE INJPDR FLACON 500MCG + SOLV + TOEBEH,,False,False,False,False,False,False,,Geen tekorten en/of leveringsproblemen,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
420,17249570,NUSTENDI TABLET FILMOMHULD 180/10MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
421,17249589,NUSTENDI TABLET FILMOMHULD 180/10MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
422,17249597,NUSTENDI TABLET FILMOMHULD 180/10MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
423,13880527,OCTOSTIM NEUSSPRAY 150MCG/DO FLACON 25DOSES,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
424,15580601,"OCTREOTIDE SANDOZ INJVLST 0,05MG/ML AMPUL 1ML",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
425,16279840,ODEFSEY TABLET FILMOMHULD,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
426,16940717,"OESTROGEL GEL TRANSDERM 0,6MG/G(0,75MG/DO) IN POMP",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
427,16165993,OFEV CAPSULE 100MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
428,16166000,OFEV CAPSULE 150MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
429,14780054,OFLOXACINE PCH TABLET FILMOMHULD 200MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
430,15724646,OLANZAPINE GLENMARK SMELTTABLET 5MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
431,15938085,OLANZAPINE SMELTTAB VIATRIS ORODISP TABLET 20MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
432,15679667,OLANZAPINE TEVA TABLET FILMOMHULD 15MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
433,16359437,"OLMESARTANMEDOXOMIL/HCT AUROB TAB FILMOM 40/12,5MG",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
434,17216613,ONDANSETRON ASPIRE ORODISP TABLET 4MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
435,16117808,ONDANSETRON AUROBINDO TABLET FILMOMHULD 4MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
